Date,Close
12/23/2015,"1,068.3"
12/24/2015,"1,068.3"
12/25/2015,"1,068.3"
12/28/2015,"1,068.3"
12/29/2015,"1,070.1"
12/30/2015,"1,060.0"
12/31/2015,"1,060.0"
1/1/2016,"1,060.0"
1/4/2016,"1,082.3"
1/5/2016,"1,077.0"
1/6/2016,"1,091.4"
1/7/2016,"1,106.4"
1/8/2016,"1,101.9"
1/11/2016,"1,100.8"
1/12/2016,"1,085.4"
1/13/2016,"1,088.2"
1/14/2016,"1,088.4"
1/15/2016,"1,093.8"
1/18/2016,"1,089.2"
1/19/2016,"1,086.3"
1/20/2016,"1,101.8"
1/21/2016,"1,096.5"
1/22/2016,"1,096.3"
1/25/2016,"1,106.6"
1/26/2016,"1,113.6"
1/27/2016,"1,116.3"
1/28/2016,"1,114.0"
1/29/2016,"1,111.8"
2/1/2016,"1,126.5"
2/2/2016,"1,128.5"
2/3/2016,"1,132.0"
2/4/2016,"1,156.4"
2/5/2016,"1,150.4"
2/8/2016,"1,193.3"
2/9/2016,"1,191.0"
2/10/2016,"1,190.0"
2/11/2016,"1,241.0"
2/12/2016,"1,239.8"
2/15/2016,"1,208.2"
2/16/2016,"1,209.5"
2/17/2016,"1,210.0"
2/18/2016,"1,210.1"
2/19/2016,"1,231.2"
2/22/2016,"1,211.0"
2/23/2016,"1,221.4"
2/24/2016,"1,250.8"
2/25/2016,"1,236.0"
2/26/2016,"1,226.5"
2/29/2016,"1,234.9"
3/1/2016,"1,236.5"
3/2/2016,"1,239.2"
3/3/2016,"1,250.3"
3/4/2016,"1,277.5"
3/7/2016,"1,267.9"
3/8/2016,"1,267.0"
3/9/2016,"1,246.4"
3/10/2016,"1,266.5"
3/11/2016,"1,264.8"
3/14/2016,"1,242.8"
3/15/2016,"1,232.0"
3/16/2016,"1,228.5"
3/17/2016,"1,266.5"
3/18/2016,"1,252.1"
3/21/2016,"1,244.9"
3/22/2016,"1,252.5"
3/23/2016,"1,217.6"
3/24/2016,"1,221.0"
3/25/2016,"1,221.0"
3/28/2016,"1,221.0"
3/29/2016,"1,226.0"
3/30/2016,"1,236.3"
3/31/2016,"1,237.0"
4/1/2016,"1,213.6"
4/4/2016,"1,219.8"
4/5/2016,"1,231.3"
4/6/2016,"1,221.4"
4/7/2016,"1,242.1"
4/8/2016,"1,239.5"
4/11/2016,"1,254.8"
4/12/2016,"1,254.6"
4/13/2016,"1,245.8"
4/14/2016,"1,233.9"
4/15/2016,"1,227.1"
4/18/2016,"1,234.3"
4/19/2016,"1,255.4"
4/20/2016,"1,252.0"
4/21/2016,"1,249.3"
4/22/2016,"1,243.3"
4/25/2016,"1,238.9"
4/26/2016,"1,241.7"
4/27/2016,"1,247.4"
4/28/2016,"1,256.0"
4/29/2016,"1,285.7"
5/2/2016,"1,285.7"
5/3/2016,"1,294.0"
5/4/2016,"1,283.0"
5/5/2016,"1,280.3"
5/6/2016,"1,289.0"
5/9/2016,"1,265.3"
5/10/2016,"1,262.8"
5/11/2016,"1,276.9"
5/12/2016,"1,279.3"
5/13/2016,"1,265.9"
5/16/2016,"1,285.8"
5/17/2016,"1,277.0"
5/18/2016,"1,272.9"
5/19/2016,"1,246.3"
5/20/2016,"1,254.2"
5/23/2016,"1,245.9"
5/24/2016,"1,236.9"
5/25/2016,"1,220.6"
5/26/2016,"1,223.9"
5/27/2016,"1,216.3"
5/30/2016,"1,216.3"
5/31/2016,"1,212.1"
6/1/2016,"1,214.5"
6/2/2016,"1,212.4"
6/3/2016,"1,240.5"
6/6/2016,"1,244.0"
6/7/2016,"1,241.0"
6/8/2016,"1,263.0"
6/9/2016,"1,263.9"
6/10/2016,"1,275.5"
6/13/2016,"1,280.8"
6/14/2016,"1,287.2"
6/15/2016,"1,283.3"
6/16/2016,"1,310.8"
6/17/2016,"1,290.7"
6/20/2016,"1,281.8"
6/21/2016,"1,272.6"
6/22/2016,"1,264.9"
6/23/2016,"1,262.2"
6/24/2016,"1,315.5"
6/27/2016,"1,324.6"
6/28/2016,"1,309.7"
6/29/2016,"1,321.5"
6/30/2016,"1,320.8"
7/1/2016,"1,340.0"
7/4/2016,"1,350.8"
7/5/2016,"1,350.8"
7/6/2016,"1,366.3"
7/7/2016,"1,356.7"
7/8/2016,"1,354.3"
7/11/2016,"1,357.1"
7/12/2016,"1,342.4"
7/13/2016,"1,342.8"
7/14/2016,"1,323.6"
7/15/2016,"1,327.0"
7/18/2016,"1,334.7"
7/19/2016,"1,330.9"
7/20/2016,"1,315.9"
7/21/2016,"1,321.2"
7/22/2016,"1,320.8"
7/25/2016,"1,313.2"
7/26/2016,"1,323.0"
7/27/2016,"1,329.0"
7/28/2016,"1,341.8"
7/29/2016,"1,342.0"
8/1/2016,"1,349.7"
8/2/2016,"1,363.8"
8/3/2016,"1,358.9"
8/4/2016,"1,362.8"
8/5/2016,"1,340.4"
8/8/2016,"1,336.8"
8/9/2016,"1,341.0"
8/10/2016,"1,347.7"
8/11/2016,"1,355.0"
8/12/2016,"1,352.2"
8/15/2016,"1,339.4"
8/16/2016,"1,344.0"
8/17/2016,"1,343.4"
8/18/2016,"1,350.1"
8/19/2016,"1,346.4"
8/22/2016,"1,335.9"
8/23/2016,"1,342.0"
8/24/2016,"1,327.3"
8/25/2016,"1,321.3"
8/26/2016,"1,318.8"
8/29/2016,"1,318.8"
8/30/2016,"1,318.2"
8/31/2016,"1,309.3"
9/1/2016,"1,309.5"
9/2/2016,"1,324.7"
9/5/2016,"1,326.4"
9/6/2016,"1,337.3"
9/7/2016,"1,348.4"
9/8/2016,"1,343.4"
9/9/2016,"1,330.9"
9/12/2016,"1,324.6"
9/13/2016,"1,323.7"
9/14/2016,"1,321.8"
9/15/2016,"1,310.8"
9/16/2016,"1,308.4"
9/19/2016,"1,314.9"
9/20/2016,"1,313.8"
9/21/2016,"1,326.1"
9/22/2016,"1,339.1"
9/23/2016,"1,338.7"
9/26/2016,"1,340.5"
9/27/2016,"1,327.0"
9/28/2016,"1,322.5"
9/29/2016,"1,318.1"
9/30/2016,"1,322.5"
10/3/2016,"1,313.3"
10/4/2016,"1,283.3"
10/5/2016,"1,269.4"
10/6/2016,"1,254.5"
10/7/2016,"1,258.8"
10/10/2016,"1,259.5"
10/11/2016,"1,253.5"
10/12/2016,"1,256.5"
10/13/2016,"1,261.1"
10/14/2016,"1,251.8"
10/17/2016,"1,254.8"
10/18/2016,"1,258.2"
10/19/2016,"1,269.1"
10/20/2016,"1,271.7"
10/21/2016,"1,266.1"
10/24/2016,"1,265.6"
10/25/2016,"1,269.4"
10/26/2016,"1,270.5"
10/27/2016,"1,266.3"
10/28/2016,"1,273.0"
10/31/2016,"1,272.0"
11/1/2016,"1,288.5"
11/2/2016,"1,303.8"
11/3/2016,"1,301.0"
11/4/2016,"1,302.8"
11/7/2016,"1,283.1"
11/8/2016,"1,282.4"
11/9/2016,"1,281.4"
11/10/2016,"1,267.5"
11/11/2016,"1,236.5"
11/14/2016,"1,213.6"
11/15/2016,"1,227.0"
11/16/2016,"1,229.2"
11/17/2016,"1,226.8"
11/18/2016,"1,211.0"
11/21/2016,"1,214.3"
11/22/2016,"1,212.3"
11/23/2016,"1,185.4"
11/24/2016,"1,186.1"
11/25/2016,"1,187.7"
11/28/2016,"1,187.0"
11/29/2016,"1,186.6"
11/30/2016,"1,178.1"
12/1/2016,"1,161.9"
12/2/2016,"1,173.5"
12/5/2016,"1,162.2"
12/6/2016,"1,172.5"
12/7/2016,"1,177.7"
12/8/2016,"1,171.1"
12/9/2016,"1,163.6"
12/12/2016,"1,156.1"
12/13/2016,"1,158.6"
12/14/2016,"1,162.3"
12/15/2016,"1,127.0"
12/16/2016,"1,131.6"
12/19/2016,"1,136.3"
12/20/2016,"1,125.7"
12/21/2016,"1,133.7"
12/22/2016,"1,131.4"
12/23/2016,"1,131.4"
12/26/2016,"1,131.4"
12/27/2016,"1,131.4"
12/28/2016,"1,134.6"
12/29/2016,"1,145.9"
12/30/2016,"1,145.9"
1/2/2017,"1,145.9"
1/3/2017,"1,151.0"
1/4/2017,"1,164.3"
1/5/2017,"1,176.7"
1/6/2017,"1,175.9"
1/9/2017,"1,178.5"
1/10/2017,"1,189.5"
1/11/2017,"1,178.6"
1/12/2017,"1,205.1"
1/13/2017,"1,190.4"
1/16/2017,"1,203.0"
1/17/2017,"1,216.1"
1/18/2017,"1,214.8"
1/19/2017,"1,196.1"
1/20/2017,"1,200.6"
1/23/2017,"1,212.9"
1/24/2017,"1,216.8"
1/25/2017,"1,195.0"
1/26/2017,"1,189.7"
1/27/2017,"1,184.9"
1/30/2017,"1,192.8"
1/31/2017,"1,212.8"
2/1/2017,"1,203.7"
2/2/2017,"1,222.0"
2/3/2017,"1,215.2"
2/6/2017,"1,226.8"
2/7/2017,"1,231.0"
2/8/2017,"1,242.1"
2/9/2017,"1,236.8"
2/10/2017,"1,228.3"
2/13/2017,"1,222.3"
2/14/2017,"1,230.8"
2/15/2017,"1,224.4"
2/16/2017,"1,240.6"
2/17/2017,"1,242.0"
2/20/2017,"1,237.3"
2/21/2017,"1,233.2"
2/22/2017,"1,236.7"
2/23/2017,"1,247.9"
2/24/2017,"1,253.7"
2/27/2017,"1,257.2"
2/28/2017,"1,255.6"
3/1/2017,"1,240.4"
3/2/2017,"1,238.1"
3/3/2017,"1,226.5"
3/6/2017,"1,231.0"
3/7/2017,"1,216.7"
3/8/2017,"1,209.2"
3/9/2017,"1,206.6"
3/10/2017,"1,202.7"
3/13/2017,"1,204.2"
3/14/2017,"1,204.6"
3/15/2017,"1,198.8"
3/16/2017,"1,229.4"
3/17/2017,"1,229.6"
3/20/2017,"1,232.4"
3/21/2017,"1,241.6"
3/22/2017,"1,249.1"
3/23/2017,"1,247.5"
3/24/2017,"1,247.5"
3/27/2017,"1,257.6"
3/28/2017,"1,257.3"
3/29/2017,"1,251.1"
3/30/2017,"1,248.8"
3/31/2017,"1,244.9"
4/3/2017,"1,247.3"
4/4/2017,"1,257.7"
4/5/2017,"1,245.8"
4/6/2017,"1,252.5"
4/7/2017,"1,266.5"
4/10/2017,"1,250.1"
4/11/2017,"1,252.9"
4/12/2017,"1,274.3"
4/13/2017,"1,284.2"
4/14/2017,"1,284.2"
4/17/2017,"1,284.2"
4/18/2017,"1,279.0"
4/19/2017,"1,279.1"
4/20/2017,"1,282.1"
4/21/2017,"1,281.9"
4/24/2017,"1,269.4"
4/25/2017,"1,267.8"
4/26/2017,"1,261.9"
4/27/2017,"1,262.8"
4/28/2017,"1,266.5"
5/1/2017,"1,266.5"
5/2/2017,"1,255.5"
5/3/2017,"1,250.3"
5/4/2017,"1,228.5"
5/5/2017,"1,228.1"
5/8/2017,"1,229.8"
5/9/2017,"1,220.4"
5/10/2017,"1,223.0"
5/11/2017,"1,223.2"
5/12/2017,"1,231.3"
5/15/2017,"1,233.3"
5/16/2017,"1,234.2"
5/17/2017,"1,257.4"
5/18/2017,"1,255.9"
5/19/2017,"1,252.0"
5/22/2017,"1,258.9"
5/23/2017,"1,260.2"
5/24/2017,"1,252.6"
5/25/2017,"1,257.0"
5/26/2017,"1,265.1"
5/29/2017,"1,265.1"
5/30/2017,"1,262.7"
5/31/2017,"1,266.2"
6/1/2017,"1,264.9"
6/2/2017,"1,275.0"
6/5/2017,"1,280.0"
6/6/2017,"1,293.5"
6/7/2017,"1,291.0"
6/8/2017,"1,273.1"
6/9/2017,"1,266.6"
6/12/2017,"1,266.4"
6/13/2017,"1,262.0"
6/14/2017,"1,275.5"
6/15/2017,"1,254.6"
6/16/2017,"1,255.4"
6/19/2017,"1,248.2"
6/20/2017,"1,242.2"
6/21/2017,"1,242.5"
6/22/2017,"1,250.8"
6/23/2017,"1,255.7"
6/26/2017,"1,245.3"
6/27/2017,"1,249.6"
6/28/2017,"1,248.0"
6/29/2017,"1,243.5"
6/30/2017,"1,242.3"
7/3/2017,"1,229.3"
7/4/2017,"1,223.8"
7/5/2017,"1,220.3"
7/6/2017,"1,224.9"
7/7/2017,"1,215.7"
7/10/2017,"1,211.9"
7/11/2017,"1,211.1"
7/12/2017,"1,218.8"
7/13/2017,"1,218.9"
7/14/2017,"1,230.3"
7/17/2017,"1,234.1"
7/18/2017,"1,240.8"
7/19/2017,"1,242.2"
7/20/2017,"1,238.7"
7/21/2017,"1,248.6"
7/24/2017,"1,255.6"
7/25/2017,"1,254.4"
7/26/2017,"1,248.1"
7/27/2017,"1,261.1"
7/28/2017,"1,264.9"
7/31/2017,"1,267.6"
8/1/2017,"1,271.0"
8/2/2017,"1,269.6"
8/3/2017,"1,268.1"
8/4/2017,"1,257.7"
8/7/2017,"1,258.0"
8/8/2017,"1,261.8"
8/9/2017,"1,271.1"
8/10/2017,"1,284.4"
8/11/2017,"1,286.1"
8/14/2017,"1,282.3"
8/15/2017,"1,270.3"
8/16/2017,"1,272.8"
8/17/2017,"1,285.2"
8/18/2017,"1,295.8"
8/21/2017,"1,292.9"
8/22/2017,"1,284.2"
8/23/2017,"1,286.7"
8/24/2017,"1,289.0"
8/25/2017,"1,285.3"
8/28/2017,"1,285.3"
8/29/2017,"1,318.7"
8/30/2017,"1,308.5"
8/31/2017,"1,311.8"
9/1/2017,"1,320.4"
9/4/2017,"1,333.1"
9/5/2017,"1,335.6"
9/6/2017,"1,337.9"
9/7/2017,"1,343.5"
9/8/2017,"1,346.3"
9/11/2017,"1,334.2"
9/12/2017,"1,326.5"
9/13/2017,"1,327.6"
9/14/2017,"1,324.6"
9/15/2017,"1,322.9"
9/18/2017,"1,312.1"
9/19/2017,"1,309.6"
9/20/2017,"1,311.3"
9/21/2017,"1,292.1"
9/22/2017,"1,294.8"
9/25/2017,"1,293.3"
9/26/2017,"1,300.1"
9/27/2017,"1,282.6"
9/28/2017,"1,283.4"
9/29/2017,"1,283.1"
10/2/2017,"1,273.7"
10/3/2017,"1,271.3"
10/4/2017,"1,274.3"
10/5/2017,"1,274.5"
10/6/2017,"1,261.8"
10/9/2017,"1,278.8"
10/10/2017,"1,291.4"
10/11/2017,"1,289.3"
10/12/2017,"1,290.3"
10/13/2017,"1,299.6"
10/16/2017,"1,303.3"
10/17/2017,"1,284.8"
10/18/2017,"1,280.2"
10/19/2017,"1,286.4"
10/20/2017,"1,281.2"
10/23/2017,"1,274.9"
10/24/2017,"1,276.5"
10/25/2017,"1,275.0"
10/26/2017,"1,273.8"
10/27/2017,"1,266.5"
10/30/2017,"1,272.0"
10/31/2017,"1,270.2"
11/1/2017,"1,277.1"
11/2/2017,"1,279.2"
11/3/2017,"1,267.2"
11/6/2017,"1,270.9"
11/7/2017,"1,275.6"
11/8/2017,"1,284.0"
11/9/2017,"1,284.8"
11/10/2017,"1,284.3"
11/13/2017,"1,278.0"
11/14/2017,"1,274.6"
11/15/2017,"1,282.2"
11/16/2017,"1,280.0"
11/17/2017,"1,284.4"
11/20/2017,"1,286.2"
11/21/2017,"1,283.3"
11/22/2017,"1,287.0"
11/23/2017,"1,290.4"
11/24/2017,"1,290.5"
11/27/2017,"1,294.9"
11/28/2017,"1,291.9"
11/29/2017,"1,283.9"
11/30/2017,"1,280.2"
12/1/2017,"1,275.5"
12/4/2017,"1,273.5"
12/5/2017,"1,266.3"
12/6/2017,"1,263.7"
12/7/2017,"1,255.0"
12/8/2017,"1,250.7"
12/11/2017,"1,247.2"
12/12/2017,"1,240.9"
12/13/2017,"1,242.7"
12/14/2017,"1,251.0"
12/15/2017,"1,254.6"
12/18/2017,"1,260.6"
12/19/2017,"1,260.4"
12/20/2017,"1,264.6"
12/21/2017,"1,264.6"
12/22/2017,"1,264.6"
12/25/2017,"1,264.6"
12/26/2017,"1,264.6"
12/27/2017,"1,279.4"
12/28/2017,"1,291.0"
12/29/2017,"1,291.0"
1/1/2018,"1,291.0"
1/2/2018,"1,312.1"
1/3/2018,"1,314.9"
1/4/2018,"1,314.5"
1/5/2018,"1,317.2"
1/8/2018,"1,320.0"
1/9/2018,"1,311.0"
1/10/2018,"1,319.8"
1/11/2018,"1,323.1"
1/12/2018,"1,326.8"
1/15/2018,"1,339.3"
1/16/2018,"1,333.9"
1/17/2018,"1,335.7"
1/18/2018,"1,332.2"
1/19/2018,"1,335.0"
1/22/2018,"1,332.6"
1/23/2018,"1,333.4"
1/24/2018,"1,353.7"
1/25/2018,"1,355.0"
1/26/2018,"1,353.2"
1/29/2018,"1,343.9"
1/30/2018,"1,344.9"
1/31/2018,"1,345.1"
2/1/2018,"1,341.4"
2/2/2018,"1,331.2"
2/5/2018,"1,333.6"
2/6/2018,"1,331.4"
2/7/2018,"1,324.7"
2/8/2018,"1,315.5"
2/9/2018,"1,314.1"
2/12/2018,"1,322.3"
2/13/2018,"1,325.4"
2/14/2018,"1,336.3"
2/15/2018,"1,352.5"
2/16/2018,"1,352.1"
2/19/2018,"1,346.6"
2/20/2018,"1,339.9"
2/21/2018,"1,330.5"
2/22/2018,"1,328.4"
2/23/2018,"1,328.0"
2/26/2018,"1,333.5"
2/27/2018,"1,325.8"
2/28/2018,"1,317.9"
3/1/2018,"1,307.8"
3/2/2018,"1,322.3"
3/5/2018,"1,320.4"
3/6/2018,"1,331.4"
3/7/2018,"1,329.4"
3/8/2018,"1,321.0"
3/9/2018,"1,320.6"
3/12/2018,"1,319.2"
3/13/2018,"1,322.8"
3/14/2018,"1,323.6"
3/15/2018,"1,318.8"
3/16/2018,"1,310.1"
3/19/2018,"1,312.4"
3/20/2018,"1,311.0"
3/21/2018,"1,321.4"
3/22/2018,"1,329.2"
3/23/2018,"1,346.6"
3/26/2018,"1,352.4"
3/27/2018,"1,341.5"
3/28/2018,"1,332.5"
3/29/2018,"1,323.9"
3/30/2018,"1,323.9"
4/2/2018,"1,323.9"
4/3/2018,"1,333.5"
4/4/2018,"1,337.3"
4/5/2018,"1,327.7"
4/6/2018,"1,331.2"
4/9/2018,"1,332.0"
4/10/2018,"1,339.0"
4/11/2018,"1,350.8"
4/12/2018,"1,341.4"
4/13/2018,"1,343.7"
4/16/2018,"1,349.4"
4/17/2018,"1,342.1"
4/18/2018,"1,351.5"
4/19/2018,"1,348.6"
4/20/2018,"1,336.8"
4/23/2018,"1,324.3"
4/24/2018,"1,328.9"
4/25/2018,"1,321.7"
4/26/2018,"1,320.7"
4/27/2018,"1,321.5"
4/30/2018,"1,313.2"
5/1/2018,"1,307.1"
5/2/2018,"1,304.2"
5/3/2018,"1,315.1"
5/4/2018,"1,309.4"
5/7/2018,"1,309.4"
5/8/2018,"1,306.6"
5/9/2018,"1,313.9"
5/10/2018,"1,318.8"
5/11/2018,"1,324.4"
5/14/2018,"1,319.9"
5/15/2018,"1,295.0"
5/16/2018,"1,291.3"
5/17/2018,"1,289.5"
5/18/2018,"1,288.3"
5/21/2018,"1,288.4"
5/22/2018,"1,293.1"
5/23/2018,"1,289.0"
5/24/2018,"1,304.9"
5/25/2018,"1,303.5"
5/28/2018,"1,303.5"
5/29/2018,"1,295.5"
5/30/2018,"1,300.7"
5/31/2018,"1,305.4"
6/1/2018,"1,294.6"
6/4/2018,"1,295.5"
6/5/2018,"1,292.1"
6/6/2018,"1,300.1"
6/7/2018,"1,297.3"
6/8/2018,"1,298.3"
6/11/2018,"1,299.6"
6/12/2018,"1,298.7"
6/13/2018,"1,296.2"
6/14/2018,"1,302.8"
6/15/2018,"1,285.3"
6/18/2018,"1,281.6"
6/19/2018,"1,276.2"
6/20/2018,"1,274.2"
6/21/2018,"1,266.2"
6/22/2018,"1,269.2"
6/25/2018,"1,268.7"
6/26/2018,"1,260.3"
6/27/2018,"1,254.6"
6/28/2018,"1,251.6"
6/29/2018,"1,250.5"
7/2/2018,"1,247.8"
7/3/2018,"1,251.8"
7/4/2018,"1,255.7"
7/5/2018,"1,255.5"
7/6/2018,"1,255.4"
7/9/2018,"1,262.1"
7/10/2018,"1,254.0"
7/11/2018,"1,251.4"
7/12/2018,"1,245.9"
7/13/2018,"1,241.7"
7/16/2018,"1,241.1"
7/17/2018,"1,232.8"
7/18/2018,"1,224.5"
7/19/2018,"1,217.6"
7/20/2018,"1,228.8"
7/23/2018,"1,225.0"
7/24/2018,"1,228.4"
7/25/2018,"1,231.5"
7/26/2018,"1,228.3"
7/27/2018,"1,224.0"
7/30/2018,"1,223.8"
7/31/2018,"1,221.0"
8/1/2018,"1,219.0"
8/2/2018,"1,215.5"
8/3/2018,"1,216.3"
8/6/2018,"1,209.7"
8/7/2018,"1,212.4"
8/8/2018,"1,209.6"
8/9/2018,"1,214.4"
8/10/2018,"1,214.4"
8/13/2018,"1,200.4"
8/14/2018,"1,197.0"
8/15/2018,"1,182.0"
8/16/2018,"1,180.4"
8/17/2018,"1,178.4"
8/20/2018,"1,184.4"
8/21/2018,"1,191.0"
8/22/2018,"1,196.7"
8/23/2018,"1,192.4"
8/24/2018,"1,197.7"
8/27/2018,"1,197.7"
8/28/2018,"1,212.3"
8/29/2018,"1,204.2"
8/30/2018,"1,197.3"
8/31/2018,"1,202.5"
9/3/2018,"1,200.1"
9/4/2018,"1,190.9"
9/5/2018,"1,196.7"
9/6/2018,"1,205.2"
9/7/2018,"1,198.9"
9/10/2018,"1,196.6"
9/11/2018,"1,189.9"
9/12/2018,"1,195.6"
9/13/2018,"1,209.8"
9/14/2018,"1,202.0"
9/17/2018,"1,201.9"
9/18/2018,"1,200.2"
9/19/2018,"1,203.3"
9/20/2018,"1,208.4"
9/21/2018,"1,198.7"
9/24/2018,"1,202.8"
9/25/2018,"1,201.9"
9/26/2018,"1,194.3"
9/27/2018,"1,185.4"
9/28/2018,"1,187.3"
10/1/2018,"1,189.4"
10/2/2018,"1,204.7"
10/3/2018,"1,201.2"
10/4/2018,"1,203.5"
10/5/2018,"1,203.8"
10/8/2018,"1,187.0"
10/9/2018,"1,185.6"
10/10/2018,"1,188.6"
10/11/2018,"1,205.6"
10/12/2018,"1,219.8"
10/15/2018,"1,230.0"
10/16/2018,"1,230.7"
10/17/2018,"1,229.1"
10/18/2018,"1,223.0"
10/19/2018,"1,227.9"
10/22/2018,"1,222.3"
10/23/2018,"1,236.0"
10/24/2018,"1,230.6"
10/25/2018,"1,230.8"
10/26/2018,"1,233.9"
10/29/2018,"1,230.8"
10/30/2018,"1,225.4"
10/31/2018,"1,215.0"
11/1/2018,"1,231.2"
11/2/2018,"1,232.1"
11/5/2018,"1,232.3"
11/6/2018,"1,231.6"
11/7/2018,"1,230.0"
11/8/2018,"1,224.2"
11/9/2018,"1,211.4"
11/12/2018,"1,205.6"
11/13/2018,"1,202.1"
11/14/2018,"1,203.3"
11/15/2018,"1,211.9"
11/16/2018,"1,222.4"
11/19/2018,"1,221.6"
11/20/2018,"1,223.0"
11/21/2018,"1,226.1"
11/22/2018,"1,227.1"
11/23/2018,"1,223.7"
11/26/2018,"1,223.4"
11/27/2018,"1,221.2"
11/28/2018,"1,213.3"
11/29/2018,"1,226.3"
11/30/2018,"1,217.6"
12/3/2018,"1,230.3"
12/4/2018,"1,240.3"
12/5/2018,"1,235.9"
12/6/2018,"1,242.6"
12/7/2018,"1,243.3"
12/10/2018,"1,245.4"
12/11/2018,"1,245.3"
12/12/2018,"1,245.8"
12/13/2018,"1,242.8"
12/14/2018,"1,235.4"
12/17/2018,"1,241.7"
12/18/2018,"1,246.3"
12/19/2018,"1,255.0"
12/20/2018,"1,259.8"
12/21/2018,"1,258.2"
12/24/2018,"1,258.2"
12/25/2018,"1,258.2"
12/26/2018,"1,258.2"
12/27/2018,"1,268.0"
12/28/2018,"1,279.0"
12/31/2018,"1,279.0"
1/1/2019,"1,279.0"
1/2/2019,"1,282.9"
1/3/2019,"1,290.5"
1/4/2019,"1,279.9"
1/7/2019,"1,292.2"
1/8/2019,"1,286.5"
1/9/2019,"1,288.6"
1/10/2019,"1,291.9"
1/11/2019,"1,289.0"
1/14/2019,"1,292.8"
1/15/2019,"1,294.4"
1/16/2019,"1,292.3"
1/17/2019,"1,290.7"
1/18/2019,"1,284.2"
1/21/2019,"1,279.6"
1/22/2019,"1,282.1"
1/23/2019,"1,279.8"
1/24/2019,"1,283.7"
1/25/2019,"1,293.9"
1/28/2019,"1,302.2"
1/29/2019,"1,307.6"
1/30/2019,"1,310.7"
1/31/2019,"1,323.3"
2/1/2019,"1,318.7"
2/4/2019,"1,312.2"
2/5/2019,"1,314.2"
2/6/2019,"1,312.4"
2/7/2019,"1,310.0"
2/8/2019,"1,314.9"
2/11/2019,"1,306.4"
2/12/2019,"1,310.0"
2/13/2019,"1,312.8"
2/14/2019,"1,311.5"
2/15/2019,"1,316.6"
2/18/2019,"1,325.5"
2/19/2019,"1,334.2"
2/20/2019,"1,343.8"
2/21/2019,"1,331.3"
2/22/2019,"1,329.1"
2/25/2019,"1,331.1"
2/26/2019,"1,325.1"
2/27/2019,"1,322.9"
2/28/2019,"1,319.2"
3/1/2019,"1,312.0"
3/4/2019,"1,285.4"
3/5/2019,"1,283.8"
3/6/2019,"1,285.9"
3/7/2019,"1,285.3"
3/8/2019,"1,296.8"
3/11/2019,"1,292.8"
3/12/2019,"1,297.1"
3/13/2019,"1,307.0"
3/14/2019,"1,295.6"
3/15/2019,"1,303.5"
3/18/2019,"1,305.6"
3/19/2019,"1,307.7"
3/20/2019,"1,303.7"
3/21/2019,"1,309.6"
3/22/2019,"1,311.3"
3/25/2019,"1,319.6"
3/26/2019,"1,316.3"
3/27/2019,"1,309.7"
